[1:4]	[3:5]
44.1378	-0.00613779
44.0932	-0.00689107
44.1725	-0.00322616
44.224	-0.000951767
44.1195	-0.0097602
44.0463	-0.00207716
44.015	-0.00776184
44.1218	-0.00432122
44.0589	0.0013594
43.9364	-0.0109299
43.9501	-0.00354844
44.0474	-0.0116564
43.8796	0.00529295
43.8666	-0.00814182
43.8384	-0.00744784
43.8532	0.00154829
43.8697	-0.0208887
43.7892	0.0131227
43.7823	-0.0206144
43.9131	0.00992346
43.8349	-0.0133616
43.8471	-0.00569928
43.9475	0.000768661
43.9826	-0.00732541
43.9631	0.00145328
44.0497	-0.0207305
44.1119	0.00542778
44.1939	-0.00639093
44.0669	-0.00570709
44.1184	0.000752985
44.2969	-0.013818
44.2691	-0.00304806
44.1268	-0.00689042
44.2584	-0.000304937
44.2588	-0.00902313
44.2416	-0.0025714
44.2015	-0.0134563
44.1073	0.00866228
44.1523	-0.0213743
44.1222	0.00240171
43.983	-0.0104992
44.0005	0.0014444
43.9788	-0.00274318
43.8559	-0.0216399
43.7388	0.00841177
43.8101	-0.0176339
43.7136	0.00510311
43.7113	-0.00697833
43.6518	-0.00776041
43.7636	-0.00553149
43.7804	-0.00964952
43.682	-0.00609261
43.6923	0.00102669
43.8399	-0.00348425
43.8613	-0.0136886
43.7308	-0.0104584
43.8468	-0.000880837
43.9517	0.00127721
43.9765	-0.0137427
43.9818	-0.00631851
43.965	-0.00935674
44.1371	-0.00294977
44.1252	-0.000780582
44.1168	-0.00644076
44.1664	-0.0106347
44.1836	-0.0042032
44.1161	-0.00739819
44.1287	0.0017032
44.1466	-0.0111877
44.1512	-0.00702101
44.0467	-0.00193357
44.0261	-0.0130374
44.0272	0.00600016
44.0421	-0.0126244
43.88	-0.000362277
43.8513	-0.0177998
43.9002	0.0143998
43.8502	-0.0258631
43.8056	0.00727081
43.7396	-0.00990391
43.7697	-0.0137786
43.8162	0.0051719
43.7201	-0.0148351
43.7495	0.0034433
43.8738	-0.0149269
43.841	-0.00389338
43.793	0.000259042
43.9414	-0.00969034
43.9406	0.00255537
43.9707	-0.0228698
44.0077	0.00521117
44.0924	-0.00748402
44.1062	-0.00545013
44.089	-0.00121367
44.0669	-0.00853986
44.1451	-0.0151995
44.1825	0.00354052
44.0619	-0.0117441
44.0955	0.00540662
44.1775	-0.0169606
44.1508	-0.00434726
44.0642	0.000793815
43.9673	-0.0184677
44.023	0.00577015
44.0379	-0.0136585
43.8647	0.00105929
43.8445	-0.00474375
43.8819	-0.0208688
43.7155	0.0150504
43.6652	-0.0276794
43.6949	0.0100998
43.6705	-0.00966322
43.6343	-0.00333869
43.6411	-0.0103509
43.6473	-0.0104566
43.7663	0.00201595
43.6751	0.0013029
43.6877	-0.0139165
43.8124	-0.00308704
43.8677	-0.0129726
43.738	0.000301898
43.8498	8.27312e-005
43.9681	-0.0213257
44.01	0.00883198
44.0074	-0.0213627
43.9746	0.00400865
44.1226	-0.00582701
44.1836	-0.00601119
44.1172	-0.0072704
44.1436	-0.00947118
44.171	-0.0030393
44.1413	-0.00324833
44.097	-0.00516522
44.1115	-0.0113375
44.0848	-0.00116128
44.068	-0.0153373
43.9524	0.00395018
43.9543	-0.00366163
44.0524	-0.010735
43.8796	-0.0172202
43.8079	0.0156717
43.8891	-0.017709
43.8529	-0.00298631
43.7403	0.000113666
43.664	-0.0241595
43.7918	0.0148893
43.804	-0.0210947
43.7338	0.0126713
43.7487	-0.020114
43.8418	-0.00932753
43.9013	0.00723749
43.8414	-0.012105
43.9391	0.0035879
44.0077	-0.0264071
44.0451	0.0079751
44.0779	-0.00546801
44.1138	-0.00858206
44.1157	0.00308788
44.1771	-0.015532
44.1069	-0.0108775
44.1905	0.00814217
44.2584	-0.0166782
44.1603	2.68817e-005
44.1035	-0.00586623
44.1878	-0.0159499
44.1985	0.0112769
44.0837	-0.0283129
43.9616	0.0120807
44.044	-0.0122074
44.023	-0.00296754
43.9162	-0.00221878
43.7285	-0.0280357
43.8391	0.0178297
43.7354	-0.0263879
43.6789	0.00944847
43.6999	-0.00601715
43.7022	-0.0142336
43.7041	0.00141114
43.6934	-0.0149294
43.6648	0.000258982
43.7674	-0.00376737
43.7186	-0.00691837
43.7361	-0.0034076
43.8178	-0.0165263
43.9395	0.000546932
43.8288	-0.000779748
43.8761	-0.0153809
43.986	0.00109303
44.0421	-0.0141628
44.068	-0.00113326
43.9887	-0.00536549
44.0554	-0.00915885
44.2008	-0.00169873
44.1291	-0.00973213
44.0619	-0.00550967
44.1477	-0.00766778
44.1855	0.000304461
44.0295	-0.0094294
44.0924	-0.00587326
44.0413	-0.0135955
44.0322	0.00475043
43.904	-0.00673056
43.9482	-0.00195563
43.9734	-0.0233139
43.8582	0.0130244
43.7678	-0.0144829
43.8204	-9.92417e-005
43.8307	-0.00863284
43.7056	-0.0183274
43.6999	0.0117045
43.7495	-0.0120953
43.775	-0.00532174
43.8159	-0.00758535
43.698	-0.00984335
43.8697	0.00407064
43.9681	-0.0122322
43.9101	0.000907958
43.9334	-0.0177208
44.0146	-0.00461608
44.0615	-0.000719726
44.073	-0.0107669
44.0669	0.00321412
44.1119	-0.0108089
44.147	-0.0139311
44.0959	0.00368547
44.0688	-0.0118482
44.1642	-0.00423342
44.0772	-0.00184774
43.9963	-0.015961
44.0524	0.000993669
44.0539	-0.0162441
43.9933	0.00248188
43.8815	-0.00604618
43.8685	-0.0130196
43.8964	0.00190294
43.8021	-0.0265823
43.6408	0.0202006
43.6724	-0.0274873
43.759	0.00892973
43.6267	-0.0119922
43.6106	-0.00810498
43.6385	-0.00159502
43.6442	-0.0102755
43.6888	-0.00606847
43.6343	0.00276846
43.7041	-0.0167308
43.8136	0.00642073
43.7087	-0.0194722
43.7663	-2.79546e-005
43.9131	-0.00376606
43.8971	-0.00911027
43.8544	-0.00272065
44.0306	-0.0169056
44.1142	0.00361037
44.1138	-0.00309855
44.0257	-0.00976348
44.0985	-0.00834286
44.2221	-0.00289291
44.1542	-0.00742543
44.1188	-0.0029074
44.1233	-0.00794393
44.1073	-0.00364149
44.0715	-0.00954771
44.02	-0.0102746
43.9967	0.0050478
44.0085	-0.0117673
43.9528	0.00239927
43.8311	-0.0261533
43.8594	0.010452
43.8357	-0.0110376
43.7705	-0.00583261
43.7312	-0.00402385
43.8006	-0.0188564
43.7701	0.0117021
43.7007	-0.0197268
43.7564	0.00207716
43.8635	-0.0115927
43.8773	-0.0060268
43.7884	-0.00566351
43.899	-0.005256
44.047	0.00294644
44.0383	-0.0200325
43.9967	-0.00587547
44.1111	-0.0017221
44.1458	-0.00516659
44.1142	-0.00607991
44.1733	-0.00169992
44.1252	-0.0224862
44.2523	0.00692493
44.1668	-0.00694674
44.131	-0.00627631
44.2122	-0.00166982
44.1596	-0.0245352
44.0238	0.00962377
44.047	-0.0149313
44.0631	0.00109422
43.9799	-0.00623953
43.8956	-0.0144709
43.8674	0.000884652
43.8727	-0.0185063
43.8082	0.00862861
43.6392	-0.0147503
43.6572	0.000276446
43.7514	-0.0116982
43.6698	-0.00511932
43.6122	-0.00628901
43.6091	-0.00304139
43.7117	-0.0142789
43.7125	0.00243026
43.6926	-0.00685322
43.6766	-0.00716305
43.8315	-0.00725532
43.8517	-0.0142856
43.8166	0.00838327
43.965	-0.0148969
43.9459	-0.000928342
43.9513	-0.0150766
44.0493	-7.81417e-005
44.121	-0.00425696
44.1569	-0.00775653
44.102	-0.00741345
44.1115	-0.00759512
44.1943	-0.00318301
44.1779	-0.00795764
44.0127	-0.00293911
44.0352	-0.00680578
44.1252	-0.00405467
44.0428	-0.0156043
43.9944	0.00486004
43.8914	-0.00761491
43.9555	-0.00377375
43.9437	-0.0191602
43.7815	0.00536764
43.793	-0.00648504
43.8525	-0.00815368
43.706	-0.00171322
43.6831	-0.021776
43.7815	0.0115534
43.7293	-0.0197701
43.719	0.0096705
43.7232	-0.0150992
43.8292	-0.0125431
43.891	0.00583029
43.7579	-0.0176161
43.8521	0.013823
43.9982	-0.0312517
44.0379	0.0057475
43.9688	-0.00373811
44.0276	-0.0126435
44.1157	0.00386256
44.1271	-0.0113996
44.081	-0.012125
44.0917	-0.00281554
44.1245	-0.00160927
44.134	-0.00568879
44.0234	-0.00487536
44.0756	-0.0189749
44.0962	0.00300443
43.9498	-0.0101314
43.9391	-0.000682294
43.9433	-0.00438553
43.8864	-0.0139557
43.8563	0.000496686
43.7056	-0.0224617
43.7724	0.0201145
43.7552	-0.0255291
43.6312	0.00964147
43.5763	-0.0162001
43.7194	-0.00240469
43.6854	-0.00447005
43.5801	-0.00706881
43.6156	-0.00806081
43.735	-0.00209659
43.7522	-0.0127481
43.727	0.00242501
43.7407	-0.00880194
43.8639	-0.0101802
43.8742	-0.00265276
43.8941	-0.00688189
43.9593	-0.00527322
44.0169	-0.0103728
44.0318	-0.000341058
44.0432	-0.00878859
44.1462	-0.00803858
44.1432	-0.00522798
44.139	-0.00686538
44.0741	-0.0100242
44.147	-0.00463611
44.1863	-0.00190485
44.0402	-0.00256348
44.0386	-0.0181607
44.0882	-0.00270361
44.0207	-0.00171232
43.9372	-0.00360852
43.9044	-0.00754344
43.925	-0.0164081
43.925	0.00839466
43.8441	-0.0180624
43.7472	0.0045861
43.7964	-0.00872397
43.8101	-0.0131673
43.6629	0.00109857
43.7525	-0.0113442
43.7575	0.00158876
43.775	-0.00812203
43.719	-0.0151364
43.8246	0.00527209
43.9002	-0.01482
43.8986	0.00673866
43.8937	-0.0209743
44.0577	-0.0031665
44.1134	-0.00330263
44.0226	-0.0123513
44.0394	0.008403
44.1344	-0.0110695
44.1935	-0.0189407
44.1672	0.00306946
44.0425	-0.00118971
44.1752	-0.00615221
44.1855	-0.00564599
44.0756	-0.0211073
44.0009	0.0103253
44.1077	-0.0156986
43.9967	0.00650042
43.9334	-0.0119455
43.9101	-0.00931299
43.9059	-0.00203937
43.801	-0.0185245
43.69	0.0155646
43.7007	-0.0215534
43.7346	-0.00150377
43.5961	-0.00682521
43.5553	-0.00896943
43.6679	0.0010922
43.6854	-0.0111958
43.5744	-0.0080893
43.6179	0.000697911
43.7159	-0.00982636
43.7628	-0.00441229
43.7617	-0.00805205
43.7251	-0.00902867
43.8338	0.00141293
43.9681	-0.0149561
43.9269	0.00361669
43.965	-0.0157394
44.0207	0.000997186
44.0886	-0.0132123
44.047	-0.00125504
44.1115	-0.00318646
44.1642	-0.008044
44.1195	-0.0101957
44.057	-0.00133568
44.0726	-0.00140119
44.1489	-0.0114265
44.0062	-0.0025382
43.9295	-0.0169373
44.02	0.00898248
43.9566	-0.010794
43.8655	-0.00170285
43.7762	-0.0209166
43.8044	0.00592077
43.8521	-0.00847435
43.7491	-0.0040465
43.6572	-0.00423604
43.7258	-0.0141714
43.7937	0.0030899
43.6774	-0.0156028
43.727	0.00658333
43.7464	-0.00860429
43.7953	-0.0170095
43.83	0.0078696
43.8574	-0.0205679
43.9418	0.0118211
43.9902	-0.0173032
43.9521	-0.00777692
44.0409	-0.00404048
44.1439	-0.0058915
44.0402	-0.0001086
44.0207	0.00202668
44.1252	-0.0306228
44.1661	0.0104051
44.1077	-0.00733435
44.0436	-0.00445908
44.1004	-0.00629008
44.1279	-0.02291
44.0226	0.010858
43.9387	-0.0142433
44.0127	0.00363678
43.9513	-0.00914276
43.8353	-0.0158426
43.8357	0.00777179
43.7529	-0.0275151
43.7449	0.0220076
43.7045	-0.0226551
43.6232	-0.0005458
43.7117	-0.0108089
43.6499	-0.00600052
43.566	0.00288844
43.6576	-0.0083127
43.7422	-0.0143831
43.6984	0.00436616
43.6911	-0.0170387
43.7594	0.00681823
43.862	-0.0111467
43.8712	-0.010835
43.775	-0.00268948
43.9627	-0.00986105
44.0497	0.00235277
44.0688	-0.0145077
44.0272	-0.00325269
44.1687	-0.00383508
44.1786	-0.0118425
44.1779	0.000143528
44.1767	-0.0109073
44.1638	-0.00769097
44.1874	-0.00342059
44.1069	-0.00312352
44.0371	-0.00650948
44.1642	-0.00468439
44.0402	-0.0166875
43.9818	0.00348014
43.9799	-0.00552374
44.0196	-0.00272423
43.9253	-0.0104802
43.8227	-0.0118554
43.8372	0.00499475
43.862	-0.012701
43.8326	-0.000155807
43.6991	-0.0190393
43.772	0.00617748
43.8887	-0.0150905
43.8079	0.00135297
43.7934	-0.00365883
43.8277	-0.0191584
43.9089	0.00382489
43.9242	-0.0123652
43.9368	0.00475764
43.9887	-0.0130077
44.0821	-0.0104581
44.0299	-0.000864267
44.0516	-0.010226
44.2221	0.00195652
44.1031	-0.00800824
44.0585	-0.0188129
44.1294	0.00118345
44.1779	0.00348431
44.1649	-0.0182032
44.0837	0.00674075
44.0947	-0.0302289
44.1466	0.0111976
44.0715	-0.0157337
43.9204	0.00508869
43.9479	-0.0062412
